StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification,IsOperationalRecord,IsMissingDescription,HasCommercialActivity,ProductMasterStatus,CommercialPriority,ReturnRiskFlag,IncludeInExecutiveAnalytics,IsNonMerchandise,IsCommercialMerchandise,ExecutiveScope,ScopeReason,RevenueShare,RevenueRank,ExecutiveProductTier
22102,MIRROR MOSAIC T-LIGHT HOLDER,1191.69,909.24,1842,61,61,-282.45,721,Commercial Description,Valid,0.237,High,0.5821,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,High,True,False,True,Included,Included,4.703588056502684e-05,2586,Tier 4 - Long Tail
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,985.54,909.09,96,37,37,-76.45,11,Commercial Description,Valid,0.0776,Moderate,0.4476,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.702812091731584e-05,2587,Tier 4 - Long Tail
37482P,CUBIC MUG PINK POLKA DOT,908.86,908.86,668,86,84,0.0,0,Commercial Description,Valid,0.0,Low,0.5254,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.701622279082563e-05,2588,Tier 4 - Long Tail
21331,MOROCCAN BEATEN METAL DISH LARGE,946.68,908.43,110,32,32,-38.25,3,Commercial Description,Valid,0.0404,Low,0.4523,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.699397846738741e-05,2589,Tier 4 - Long Tail
85226A,WHITE/BLUE PULL BACK RACING CAR,933.07,908.32,1714,160,152,-24.750000000000004,45,Commercial Description,Valid,0.0265,Low,0.5772,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.698828805906601e-05,2590,Tier 4 - Long Tail
21264,WHITE GOOSE FEATHER TREE 60CM,923.76,908.16,392,71,70,-15.6,8,Commercial Description,Valid,0.0169,Low,0.5007,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6980011101507606e-05,2591,Tier 4 - Long Tail
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,907.35,907.35,218,121,112,0.0,0,Commercial Description,Valid,0.0,Low,0.4746,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6938109003868184e-05,2592,Tier 4 - Long Tail
22707,WRAP MONSTER FUN,905.94,905.94,2157,83,83,0.0,0,Commercial Description,Valid,0.0,Low,0.5893,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.686516831538474e-05,2593,Tier 4 - Long Tail
21335,LIBRARY LAMP,989.62,904.82,42,35,35,-84.8,4,Commercial Description,Valid,0.0857,Moderate,0.4259,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.6807229612475905e-05,2594,Tier 4 - Long Tail
37330,SPOTS MUG,927.46,904.36,517,32,32,-23.1,12,Commercial Description,Valid,0.0249,Low,0.5129,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.678343335949549e-05,2595,Tier 4 - Long Tail
22164,STRING OF STARS CARD HOLDER,906.8300000000002,903.88,322,54,52,-2.95,1,Commercial Description,Valid,0.0033,Low,0.491,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.675860248682027e-05,2596,Tier 4 - Long Tail
23338,EGG FRYING PAN RED,915.4000000000002,902.92,431,110,110,-12.48,6,Commercial Description,Valid,0.0136,Low,0.5043,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.670894074146984e-05,2597,Tier 4 - Long Tail
35598B,BLACK CHRISTMAS TREE 60CM,902.92,902.92,958,61,57,0.0,0,Commercial Description,Valid,0.0,Low,0.5421,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.670894074146984e-05,2598,Tier 4 - Long Tail
85019A,ROMANTIC IMAGES NOTEBOOK SET,932.04,902.04,651,51,50,-30.0,24,Commercial Description,Valid,0.0322,Low,0.5224,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.666341747489861e-05,2599,Tier 4 - Long Tail
85121C,RETRO LAUNDRY TUB PISTACHIO,918.91,901.91,98,55,55,-17.0,2,Commercial Description,Valid,0.0185,Low,0.4468,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.66566924468824e-05,2600,Tier 4 - Long Tail
90175A,WHITE GLASS CHUNKY CHARM BRACELET,973.4,901.8,108,65,64,-71.6,8,Commercial Description,Valid,0.0736,Moderate,0.4499,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.6651002038561e-05,2601,Tier 4 - Long Tail
20757,RED DAISY POCKET BOOK,901.75,901.75,5360,84,79,0.0,0,Commercial Description,Valid,0.0,Low,0.6269,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6648415489324e-05,2602,Tier 4 - Long Tail
84086C,PINK/PURPLE RETRO RADIO,901.59,901.59,301,92,88,0.0,0,Commercial Description,Valid,0.0,Low,0.4868,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6640138531765595e-05,2603,Tier 4 - Long Tail
23532,WALL ART WORK REST AND PLAY,901.5800000000002,901.58,210,31,31,0.0,0,Commercial Description,Valid,0.0,Low,0.4713,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.66396212219182e-05,2604,Tier 4 - Long Tail
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,923.72,901.22,663,168,168,-22.5,18,Commercial Description,Valid,0.0244,Low,0.523,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.662099806741178e-05,2605,Tier 4 - Long Tail
46000P,POLYESTER FILLER PAD 65CMx65CM,913.75,901.0,215,55,54,-12.75,3,Commercial Description,Valid,0.014,Low,0.4721,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.660961725076898e-05,2606,Tier 4 - Long Tail
84660B,BLACK STITCHED WALL CLOCK,899.48,899.48,745,61,61,0.0,0,Commercial Description,Valid,0.0,Low,0.5285,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.653098615396413e-05,2607,Tier 4 - Long Tail
37492B,BLUE YELLOW FLOWER PIGGY BANK,946.72,899.02,489,50,50,-47.7,18,Commercial Description,Valid,0.0504,Moderate,0.5088,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.650718990098371e-05,2608,Tier 4 - Long Tail
21220,SET/4 BADGES DOGS,898.72,898.72,663,163,159,0.0,0,Commercial Description,Valid,0.0,Low,0.5225,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.64916706055617e-05,2609,Tier 4 - Long Tail
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,898.7200000000001,898.7199999999999,314,46,46,0.0,0,Commercial Description,Valid,0.0,Low,0.4879,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.64916706055617e-05,2610,Tier 4 - Long Tail
21444,BLUE CHALET BIRDFEEDER,902.03,898.2800000000001,291,38,38,-3.75,1,Commercial Description,Valid,0.0042,Low,0.484,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.646890897227609e-05,2611,Tier 4 - Long Tail
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,937.45,897.65,93,61,60,-39.8,4,Commercial Description,Valid,0.0425,Low,0.4434,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6436318451889865e-05,2612,Tier 4 - Long Tail
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,1619.8399999999997,896.44,291,50,50,-723.4000000000001,172,Commercial Description,Valid,0.4466,Very High,0.4837,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,4.637372396035443e-05,2613,Tier 4 - Long Tail
23502,PLAYING CARDS VINTAGE DOILEY,896.4100000000001,896.41,714,95,94,0.0,0,Commercial Description,Valid,0.0,Low,0.5252,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6372172030812226e-05,2614,Tier 4 - Long Tail
17109B,FLOWER FAIRY INCENSE LAVENDER,896.3399999999999,896.3399999999999,4542,19,19,0.0,0,Commercial Description,Valid,0.0,Low,0.6194,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6368550861880424e-05,2615,Tier 4 - Long Tail
21062,PARTY INVITES SPACEMAN,896.27,896.27,1077,139,136,0.0,0,Commercial Description,Valid,0.0,Low,0.5474,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.636492969294862e-05,2616,Tier 4 - Long Tail
85031B,BLOSSOM IMAGES SCRAP BOOK SET,896.0900000000001,896.09,496,86,86,0.0,0,Commercial Description,Valid,0.0,Low,0.5082,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.635561811569542e-05,2617,Tier 4 - Long Tail
84760L,LARGE HANGING GLASS+ZINC LANTERN,896.0,896.0,560,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.513,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.6350962327068816e-05,2618,Tier 4 - Long Tail
84600,NEW BAROQUE JEWELLERY BOX,918.27,895.4200000000001,108,55,55,-22.85,3,Commercial Description,Valid,0.0249,Low,0.4475,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.63209583559196e-05,2619,Tier 4 - Long Tail
20759,CHRYSANTHEMUM POCKET BOOK,895.3800000000002,895.38,5782,67,65,0.0,0,Commercial Description,Valid,0.0,Low,0.6266,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.631888911652999e-05,2620,Tier 4 - Long Tail
23472,NINE DRAWER OFFICE TIDY,894.4200000000001,894.42,58,33,33,0.0,0,Commercial Description,Valid,0.0,Low,0.4306,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.626922737117956e-05,2621,Tier 4 - Long Tail
84666,SQUARE CHERRY BLOSSOM CABINET,892.7,892.7,226,34,34,0.0,0,Commercial Description,Valid,0.0,Low,0.4721,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.618025007742671e-05,2622,Tier 4 - Long Tail
21147,JINGLE BELLS TREE DECORATION,896.8599999999999,892.66,488,132,123,-4.2,2,Commercial Description,Valid,0.0047,Low,0.5067,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.617818083803711e-05,2623,Tier 4 - Long Tail
23072,MARIE ANTOINETTE TRINKET BOX SILVER,1273.76,889.76,334,33,33,-384.0,72,Commercial Description,Valid,0.3015,Very High,0.4895,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,4.6028160982291015e-05,2624,Tier 4 - Long Tail
22647,CERAMIC LOVE HEART MONEY BANK,922.99,888.1899999999999,1059,88,87,-34.8,24,Commercial Description,Valid,0.0377,Low,0.5451,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.594694333624916e-05,2625,Tier 4 - Long Tail
22248,DECORATION  PINK CHICK MAGIC GARDEN,903.16,885.31,1014,183,176,-17.85,21,Commercial Description,Valid,0.0198,Low,0.5422,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.579795810019787e-05,2626,Tier 4 - Long Tail
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,885.02,885.02,728,133,128,0.0,0,Commercial Description,Valid,0.0,Low,0.5245,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.578295611462326e-05,2627,Tier 4 - Long Tail
20991,JAZZ HEARTS MAGNETIC MEMO PAD,884.5600000000001,884.5600000000002,7084,33,33,0.0,0,Commercial Description,Valid,0.0,Low,0.6316,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.575915986164286e-05,2628,Tier 4 - Long Tail
21480,PINK STRIPE HOT WATER BOTTLE,899.52,881.82,285,60,59,-17.700000000000003,6,Commercial Description,Valid,0.0197,Low,0.4807,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.5617416963455164e-05,2629,Tier 4 - Long Tail
90200C,BLUE SWEETHEART BRACELET,895.8399999999998,878.84,211,107,102,-17.0,4,Commercial Description,Valid,0.019,Low,0.4681,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.5463258628929865e-05,2630,Tier 4 - Long Tail
72799A,BLACK PILLAR CANDLE SILVER FLOCK,877.8000000000001,877.8000000000001,612,21,21,0.0,0,Commercial Description,Valid,0.0,Low,0.5156,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.5409458404800235e-05,2631,Tier 4 - Long Tail
84925F,PSYCHEDELIC WALL THERMOMETER,875.6600000000001,875.66,715,38,37,0.0,0,Commercial Description,Valid,0.0,Low,0.523,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.529875409745656e-05,2632,Tier 4 - Long Tail
21270,ANTIQUE CREAM CUTLERY CUPBOARD,874.43,874.43,76,52,51,0.0,0,Commercial Description,Valid,0.0,Low,0.4356,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.523512498622632e-05,2633,Tier 4 - Long Tail
21338,MARAKESH LANTERN SMALL,873.2500000000001,873.25,199,16,15,0.0,0,Commercial Description,Valid,0.0,Low,0.4655,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.5174082424233086e-05,2634,Tier 4 - Long Tail
85165,CANDY PINK FRENCH BOUDOIR CLOCK,872.7600000000001,872.76,90,60,60,0.0,0,Commercial Description,Valid,0.0,Low,0.4397,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.514873424171047e-05,2635,Tier 4 - Long Tail
23479,WIRE EGG BASKET,872.3800000000002,872.38,113,44,44,0.0,0,Commercial Description,Valid,0.0,Low,0.4472,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.512907646750925e-05,2636,Tier 4 - Long Tail
23099,FRENCH CARRIAGE LANTERN,925.3499999999998,872.1500000000001,137,63,62,-53.2,8,Commercial Description,Valid,0.0575,Moderate,0.4531,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,4.511717834101905e-05,2637,Tier 4 - Long Tail
85194S,HANGING SPRING FLOWER EGG SMALL,889.4599999999998,871.0699999999999,1760,136,134,-18.39,29,Commercial Description,Valid,0.0207,Low,0.5723,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.506130887749981e-05,2638,Tier 4 - Long Tail
84974,S/2 ZINC HEART DESIGN PLANTERS,879.5500000000001,869.5999999999999,89,59,58,-9.95,1,Commercial Description,Valid,0.0113,Low,0.439,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.498526432993196e-05,2639,Tier 4 - Long Tail
22547,MINI JIGSAW DINOSAUR,869.95,869.11,2032,199,190,-0.84,2,Commercial Description,Valid,0.001,Low,0.58,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.4959916147409354e-05,2640,Tier 4 - Long Tail
21414,SCALLOP SHELL SOAP DISH,870.8900000000002,868.79,1637,41,39,-2.1,1,Commercial Description,Valid,0.0024,Low,0.568,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.494336223229254e-05,2641,Tier 4 - Long Tail
21128,GOLD FISHING GNOME,868.2500000000001,868.25,129,59,57,0.0,0,Commercial Description,Valid,0.0,Low,0.4505,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.4915427500532925e-05,2642,Tier 4 - Long Tail
21293,MIRRORED DOVE WALL DECORATION,872.34,868.14,343,87,86,-4.2,2,Commercial Description,Valid,0.0048,Low,0.488,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.490973709221152e-05,2643,Tier 4 - Long Tail
85166B,BLACK METAL BAROQUE PHOTO FRAME,864.1,864.1,510,39,39,0.0,0,Commercial Description,Valid,0.0,Low,0.5059,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.470074391386179e-05,2644,Tier 4 - Long Tail
84820,DANISH ROSE TRINKET TRAYS,899.3700000000001,863.67,323,56,56,-35.7,6,Commercial Description,Valid,0.0397,Low,0.4848,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.467849959042358e-05,2645,Tier 4 - Long Tail
