StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification
20898,VINTAGE NOTEBOOK TRAVELOGUE,693.9200000000002,676.22,327,58,56,-17.700000000000003,6,Commercial Description,Valid,0.0255,Low,0.4529,Core Commercial Product
17165D,ASS COL LARGE SAND FROG P'WEIGHT,682.32,676.02,716,100,96,-6.300000000000001,6,Commercial Description,Valid,0.0092,Low,0.4883,Core Commercial Product
75013B,"STRING OF 8 BUTTERFLIES,PINK",677.87,675.17,395,86,80,-2.7,1,Commercial Description,Valid,0.004,Low,0.4607,Core Commercial Product
21750,LARGE SKULL WINDMILL,676.4800000000001,674.38,312,64,63,-2.1,1,Commercial Description,Valid,0.0031,Low,0.4494,Core Commercial Product
21879,HEARTS GIFT TAPE,672.71,672.71,1576,157,152,0.0,0,Commercial Description,Valid,0.0,Low,0.5317,Core Commercial Product
21884,CAKES AND BOWS GIFT  TAPE,672.56,672.5600000000001,1454,166,161,0.0,0,Commercial Description,Valid,0.0,Low,0.5272,Core Commercial Product
21263,GREEN GOOSE FEATHER TREE 60CM,676.02,672.12,302,61,57,-3.9,2,Commercial Description,Valid,0.0058,Low,0.4477,Core Commercial Product
20856,DENIM PATCH PURSE PINK BUTTERFLY,688.9399999999998,670.79,417,130,126,-18.15,11,Commercial Description,Valid,0.0263,Low,0.4621,Core Commercial Product
46776E,WOVEN CANDY CUSHION COVER,670.52,670.52,207,79,77,0.0,0,Commercial Description,Valid,0.0,Low,0.4313,Core Commercial Product
37492D,PURPLE GREEN FLOWER PIGGY BANK,682.99,669.79,361,28,28,-13.2,8,Commercial Description,Valid,0.0193,Low,0.456,Core Commercial Product
84684,BEACH HUT PHOTO FRAME,720.6999999999999,669.6999999999999,609,44,44,-51.0,52,Commercial Description,Valid,0.0708,Moderate,0.4791,Monitor Return Risk
72023F,RED ORGANIC CANDLE IN GLASS,669.62,669.62,640,53,51,0.0,0,Commercial Description,Valid,0.0,Low,0.4809,Core Commercial Product
85205B,PINK FELT EASTER RABBIT GARLAND,669.3799999999999,669.38,241,62,61,0.0,0,Commercial Description,Valid,0.0,Low,0.4367,Core Commercial Product
85203,HANGING WOOD AND FELT BUTTERFLY,669.27,669.27,1467,233,224,0.0,0,Commercial Description,Valid,0.0,Low,0.5263,Core Commercial Product
16169K,WRAP FOLK ART,669.25,669.25,2100,62,61,0.0,0,Commercial Description,Valid,0.0,Low,0.5463,Core Commercial Product
22036,DINOSAUR BIRTHDAY CARD,695.1100000000001,667.8100000000001,1649,138,138,-27.3,65,Commercial Description,Valid,0.0393,Low,0.5328,Core Commercial Product
21441,BLUE BIRDHOUSE DECORATION,667.3199999999999,667.3199999999999,941,136,133,0.0,0,Commercial Description,Valid,0.0,Low,0.4997,Core Commercial Product
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",667.47,664.97,492,122,122,-2.5,2,Commercial Description,Valid,0.0037,Low,0.4689,Core Commercial Product
21247,SET OF RED SALAD SERVERS,664.73,664.73,422,83,83,0.0,0,Commercial Description,Valid,0.0,Low,0.4616,Core Commercial Product
22034,ROBIN CHRISTMAS CARD,674.75,664.67,1620,102,100,-10.08,24,Commercial Description,Valid,0.0149,Low,0.5311,Core Commercial Product
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,663.74,663.74,522,118,116,0.0,0,Commercial Description,Valid,0.0,Low,0.4709,Core Commercial Product
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.85,662.8700000000001,255,12,12,-4.98,2,Commercial Description,Valid,0.0075,Low,0.4383,Core Commercial Product
21265,PINK GOOSE FEATHER TREE 60CM,717.4099999999999,662.41,323,39,37,-55.0,20,Commercial Description,Valid,0.0767,Moderate,0.4489,Monitor Return Risk
23547,WRAP FLOWER SHOP,661.5,661.5,1575,62,62,0.0,0,Commercial Description,Valid,0.0,Low,0.5291,Core Commercial Product
23597,PAPER BUNTING PAISLEY PARK,679.07,661.37,249,32,32,-17.700000000000003,6,Commercial Description,Valid,0.0261,Low,0.4362,Core Commercial Product
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,661.23,661.23,73,50,49,0.0,0,Commercial Description,Valid,0.0,Low,0.3966,Core Commercial Product
23482,PEARLISED IVORY HEART LARGE,661.02,661.02,418,39,39,0.0,0,Commercial Description,Valid,0.0,Low,0.4597,Core Commercial Product
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,661.0000000000002,661.0,64,50,46,0.0,0,Commercial Description,Valid,0.0,Low,0.3933,Core Commercial Product
84993A,75 GREEN PETIT FOUR CASES,660.79,660.79,1498,181,177,0.0,0,Commercial Description,Valid,0.0,Low,0.5256,Core Commercial Product
84824,DANISH ROSE UMBRELLA STAND,676.45,660.5,38,34,34,-15.95,1,Commercial Description,Valid,0.0236,Low,0.3799,Core Commercial Product
23428,IVORY RETRO KITCHEN WALL CLOCK,675.9100000000001,659.61,77,34,34,-16.3,2,Commercial Description,Valid,0.0241,Low,0.3976,Core Commercial Product
17109C,FLOWER FAIRY INCENSE ROSE,661.2300000000001,659.54,3124,18,18,-1.69,1,Commercial Description,Valid,0.0026,Low,0.5643,Core Commercial Product
21298,EDWARDIAN 2 DRAWER WALL CABINET,755.8,656.1,52,22,22,-99.7,6,Commercial Description,Valid,0.1319,Moderate,0.3875,Monitor Return Risk
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",661.95,656.0500000000001,178,72,70,-5.9,2,Commercial Description,Valid,0.0089,Low,0.4233,Core Commercial Product
22056,CERAMIC PLATE LOVE HEART DESIGN,656.87,655.38,607,36,36,-1.49,1,Commercial Description,Valid,0.0023,Low,0.4757,Core Commercial Product
85168B,BLACK BAROQUE CARRIAGE CLOCK,652.1699999999998,652.17,72,52,52,0.0,0,Commercial Description,Valid,0.0,Low,0.3949,Core Commercial Product
21307,SET/4 BUTTERFLY MIRROR MAGNETS,654.27,652.17,751,76,74,-2.1,1,Commercial Description,Valid,0.0032,Low,0.4865,Core Commercial Product
23120,PACK OF 6 SMALL FRUIT STRAWS,682.3900000000001,652.15,1685,107,102,-30.240000000000002,72,Commercial Description,Valid,0.0443,Low,0.5311,Core Commercial Product
20618,QUEEN OF THE SKIES PASSPORT COVER,650.6400000000001,650.64,298,139,138,0.0,0,Commercial Description,Valid,0.0,Low,0.4428,Core Commercial Product
20714,POSY SHOPPER BAG,649.8199999999998,649.8199999999999,1580,30,30,0.0,0,Commercial Description,Valid,0.0,Low,0.5272,Core Commercial Product
21197,MULTICOLOUR  CONFETTI IN TUBE,683.26,648.61,466,49,46,-34.65,21,Commercial Description,Valid,0.0507,Moderate,0.4633,Monitor Return Risk
85215,ASSORTED CHEESE FRIDGE MAGNETS,648.4400000000002,648.44,838,73,69,0.0,0,Commercial Description,Valid,0.0,Low,0.4906,Core Commercial Product
21003,ROSE DU SUD CUSHION COVER,647.75,647.75,109,64,64,0.0,0,Commercial Description,Valid,0.0,Low,0.4061,Core Commercial Product
17084N,FAIRY DREAMS INCENSE,647.6600000000001,647.66,2798,191,187,0.0,0,Commercial Description,Valid,0.0,Low,0.5584,Core Commercial Product
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,647.4,646.56,1622,86,84,-0.84,2,Commercial Description,Valid,0.0013,Low,0.528,Core Commercial Product
21134,VICTORIAN METAL POSTCARD CHRISTMAS,646.4399999999999,646.4399999999999,377,53,50,0.0,0,Commercial Description,Valid,0.0,Low,0.4531,Core Commercial Product
46776D,WOVEN SUNSET CUSHION COVER,658.0699999999999,646.14,153,77,77,-11.93,1,Commercial Description,Valid,0.0181,Low,0.4166,Core Commercial Product
22042,CHRISTMAS CARD SINGING ANGEL,655.52,645.44,1805,141,131,-10.08,24,Commercial Description,Valid,0.0154,Low,0.5339,Core Commercial Product
23042,PAPER LANTERN 7 POINT SNOW STAR,711.51,645.01,103,29,29,-66.5,10,Commercial Description,Valid,0.0935,Moderate,0.4033,Monitor Return Risk
47597,NEW ENGLAND TEATOWELS,644.8799999999999,644.88,322,127,125,0.0,0,Commercial Description,Valid,0.0,Low,0.4451,Core Commercial Product
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,670.23,643.38,74,50,49,-26.849999999999998,3,Commercial Description,Valid,0.0401,Low,0.3936,Core Commercial Product
17181,CIRCLE OF FRIENDS CANDLE HOLDER,642.6599999999999,642.66,353,69,67,0.0,0,Commercial Description,Valid,0.0,Low,0.4491,Core Commercial Product
85185D,FROG SOCK PUPPET,642.0100000000002,642.0100000000001,197,72,70,0.0,0,Commercial Description,Valid,0.0,Low,0.4238,Core Commercial Product
21350,GINGHAM HEART WREATH,647.7500000000001,641.85,225,48,46,-5.9,2,Commercial Description,Valid,0.0091,Low,0.4289,Core Commercial Product
85160B,BLACK BIRD GARDEN DESIGN MUG,1032.6999999999998,641.29,6155,42,41,-391.40999999999997,2981,Commercial Description,Valid,0.379,Very High,0.5851,High Return Risk
16169M,WRAP DAISY CARPET,640.95,640.95,2060,60,59,0.0,0,Commercial Description,Valid,0.0,Low,0.5398,Core Commercial Product
85188B,PINK METAL SWINGING BUNNY,660.88,640.4799999999999,748,78,76,-20.4,24,Commercial Description,Valid,0.0309,Low,0.4835,Core Commercial Product
16047,POP ART PEN CASE & PENS,1054.6999999999998,639.98,10612,34,34,-414.72,5184,Commercial Description,Valid,0.3932,Very High,0.5974,High Return Risk
85186C,BUNNY EGG GARLAND,658.19,639.71,1400,158,154,-18.48,44,Commercial Description,Valid,0.0281,Low,0.5174,Core Commercial Product
84986B,SET OF 36 SILVER PAPER DOILIES,639.0600000000001,639.06,432,78,77,0.0,0,Commercial Description,Valid,0.0,Low,0.4574,Core Commercial Product
35004P,SET OF 3 PINK FLYING DUCKS,638.97,638.97,120,46,46,0.0,0,Commercial Description,Valid,0.0,Low,0.4072,Core Commercial Product
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,638.8,638.8,879,79,76,0.0,0,Commercial Description,Valid,0.0,Low,0.4905,Core Commercial Product
21816,CHRISTMAS TREE T-LIGHT HOLDER,640.24,638.79,424,53,51,-1.45,1,Commercial Description,Valid,0.0023,Low,0.4559,Core Commercial Product
47594A,CAROUSEL DESIGN WASHBAG,684.46,637.66,346,119,116,-46.800000000000004,24,Commercial Description,Valid,0.0684,Moderate,0.4467,Monitor Return Risk
23224,CHERUB HEART DECORATION GOLD,649.02,637.4,738,73,73,-11.620000000000001,14,Commercial Description,Valid,0.0179,Low,0.4816,Core Commercial Product
47592A,CAROUSEL DES CHILD'S OVERALL,637.3699999999999,637.37,331,102,102,0.0,0,Commercial Description,Valid,0.0,Low,0.4447,Core Commercial Product
16169N,WRAP BLUE RUSSIAN FOLKART,636.75,636.75,2050,58,57,0.0,0,Commercial Description,Valid,0.0,Low,0.5382,Core Commercial Product
23492,VINTAGE JINGLE BELLS WREATH,635.38,635.38,76,28,28,0.0,0,Commercial Description,Valid,0.0,Low,0.3922,Core Commercial Product
20819,SILVER TEDDY BEAR,635.24,635.24,229,66,65,0.0,0,Commercial Description,Valid,0.0,Low,0.4276,Core Commercial Product
22391,PAPERWEIGHT HOME SWEET HOME,635.1899999999999,635.19,323,66,66,0.0,0,Commercial Description,Valid,0.0,Low,0.4427,Core Commercial Product
84247G,"DECOUPAGE,GREETING CARD,",633.76,633.76,1487,111,107,0.0,0,Commercial Description,Valid,0.0,Low,0.5197,Core Commercial Product
20696,FLORAL SOFT CAR TOY,633.1800000000001,633.18,153,62,60,0.0,0,Commercial Description,Valid,0.0,Low,0.4133,Core Commercial Product
22054,MINI CAKE STAND HANGING HEARTS,655.01,631.91,361,83,79,-23.099999999999994,14,Commercial Description,Valid,0.0353,Low,0.4477,Core Commercial Product
23216,LAUREL HEART ANTIQUE GOLD,630.73,630.73,525,45,44,0.0,0,Commercial Description,Valid,0.0,Low,0.4642,Core Commercial Product
84964A,PINK PAINTED KASHMIRI TABLE,630.0,630.0,11,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.3531,Core Commercial Product
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,639.4700000000001,629.27,699,98,98,-10.2,12,Commercial Description,Valid,0.016,Low,0.4774,Core Commercial Product
23019,SMALL APOTHECARY MEASURING JAR,629.05,629.05,81,28,28,0.0,0,Commercial Description,Valid,0.0,Low,0.3932,Core Commercial Product
15056p,EDWARDIAN PARASOL PINK,628.72,628.72,50,41,38,0.0,0,Commercial Description,Valid,0.0,Low,0.3802,Core Commercial Product
85230E,STRAWBRY SCENTED VOTIVE CANDLE,628.41,628.41,2445,68,68,0.0,0,Commercial Description,Valid,0.0,Low,0.5471,Core Commercial Product
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,627.95,295,30,30,0.0,0,Commercial Description,Valid,0.0,Low,0.4369,Core Commercial Product
23456,MEDIUM PARLOUR PICTURE FRAME,634.1,625.8000000000001,158,37,37,-8.3,2,Commercial Description,Valid,0.0131,Low,0.4129,Core Commercial Product
22092,BLUE PAISLEY TISSUE BOX,625.41,625.41,959,144,140,0.0,0,Commercial Description,Valid,0.0,Low,0.4924,Core Commercial Product
21004,ROSE DU SUD CHILDS APRON,625.0699999999999,625.07,137,73,72,0.0,0,Commercial Description,Valid,0.0,Low,0.4082,Core Commercial Product
22043,CHRISTMAS CARD SCREEN PRINT,629.8800000000001,624.84,2222,134,128,-5.04,12,Commercial Description,Valid,0.008,Low,0.5405,Core Commercial Product
82616A,BUBBLE GUM SCARF KNITTING KIT,624.21,624.21,316,52,52,0.0,0,Commercial Description,Valid,0.0,Low,0.4397,Core Commercial Product
71101E,STANDING FAIRY POLE SUPPORT,626.13,623.58,777,49,48,-2.55,3,Commercial Description,Valid,0.0041,Low,0.4814,Core Commercial Product
22346,PARTY PIZZA DISH GREEN+WHITE SPOT,622.81,622.81,1312,105,103,0.0,0,Commercial Description,Valid,0.0,Low,0.5102,Core Commercial Product
85114c,RED ENCHANTED FOREST PLACEMAT,622.7199999999999,622.72,188,43,42,0.0,0,Commercial Description,Valid,0.0,Low,0.418,Core Commercial Product
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,625.1999999999999,620.85,1992,4,4,-4.35,3,Commercial Description,Valid,0.007,Low,0.5335,Core Commercial Product
84596J,MIXED NUTS LIGHT GREEN BOWL,628.01,620.51,813,144,141,-7.5,6,Commercial Description,Valid,0.0119,Low,0.4829,Core Commercial Product
16156N,"WRAP, FRIENDSHIP ON GREEN",619.5,619.5,1475,58,58,0.0,0,Commercial Description,Valid,0.0,Low,0.5164,Core Commercial Product
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,639.7399999999999,619.3399999999999,435,77,74,-20.4,10,Commercial Description,Valid,0.0319,Low,0.4535,Core Commercial Product
21764,VINTAGE WOODEN PLATE RACK,659.1500000000002,619.2,17,13,13,-39.95,1,Commercial Description,Valid,0.0606,Moderate,0.3565,Monitor Return Risk
20655,QUEEN OF SKIES LUGGAGE TAG,618.5,618.5,420,197,189,0.0,0,Commercial Description,Valid,0.0,Low,0.4512,Core Commercial Product
90199C,5 STRAND GLASS NECKLACE CRYSTAL,623.3900000000001,617.04,105,37,32,-6.35,1,Commercial Description,Valid,0.0102,Low,0.3978,Core Commercial Product
23471,SIX DRAWER OFFICE TIDY,616.7900000000001,616.79,65,27,27,0.0,0,Commercial Description,Valid,0.0,Low,0.3848,Core Commercial Product
23180,MUM'S KITCHEN CLOCK,621.09,616.14,122,50,50,-4.95,1,Commercial Description,Valid,0.008,Low,0.4031,Core Commercial Product
23453,OVAL  MINI PORTRAIT FRAME,615.98,615.98,316,49,47,0.0,0,Commercial Description,Valid,0.0,Low,0.438,Core Commercial Product
72772,SET/4 SCENTED CANDLES IN RAMEKINS,615.84,615.84,457,10,10,0.0,0,Commercial Description,Valid,0.0,Low,0.4547,Core Commercial Product
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,615.6800000000001,310,62,62,-29.12,14,Commercial Description,Valid,0.0452,Low,0.4364,Core Commercial Product
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,616.91,615.66,446,102,100,-1.25,1,Commercial Description,Valid,0.002,Low,0.4536,Core Commercial Product
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,613.67,613.67,145,85,84,0.0,0,Commercial Description,Valid,0.0,Low,0.4078,Core Commercial Product
84859A,SILVER DISCO HANDBAG,613.53,613.53,293,60,58,0.0,0,Commercial Description,Valid,0.0,Low,0.4335,Core Commercial Product
16012,FOOD/DRINK SPUNGE STICKERS,613.05,613.05,2925,85,83,0.0,0,Commercial Description,Valid,0.0,Low,0.5527,Core Commercial Product
37351,ORANGE FLOWER MUG,612.5099999999999,612.5099999999999,5404,12,12,0.0,0,Commercial Description,Valid,0.0,Low,0.5748,Core Commercial Product
23018,LARGE APOTHECARY MEASURING JAR,612.1600000000001,612.1600000000001,51,21,21,0.0,0,Commercial Description,Valid,0.0,Low,0.3772,Core Commercial Product
22538,MINI JIGSAW GO TO THE FAIR,612.1300000000002,612.13,1445,87,86,0.0,0,Commercial Description,Valid,0.0,Low,0.5133,Core Commercial Product
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,611.51,611.51,199,14,14,0.0,0,Commercial Description,Valid,0.0,Low,0.417,Core Commercial Product
35972,DAISY FOLKART HEART DECORATION,611.38,611.38,440,92,91,0.0,0,Commercial Description,Valid,0.0,Low,0.4517,Core Commercial Product
84051,ASS COLOUR GLOWING TIARAS,611.3800000000001,611.38,750,62,60,0.0,0,Commercial Description,Valid,0.0,Low,0.4767,Core Commercial Product
84858C,PINK RIVIERA HANDBAG,611.0699999999999,611.0699999999999,347,32,32,0.0,0,Commercial Description,Valid,0.0,Low,0.4408,Core Commercial Product
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,610.09,610.09,24,29,29,0.0,0,Commercial Description,Valid,0.0,Low,0.3602,Core Commercial Product
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,654.01,608.11,271,33,33,-45.9,26,Commercial Description,Valid,0.0702,Moderate,0.4285,Monitor Return Risk
62096A,PINK/YELLOW FLOWERS HANDBAG,607.79,607.79,395,94,90,0.0,0,Commercial Description,Valid,0.0,Low,0.446,Core Commercial Product
20694,FLORAL PINK MONSTER,622.33,607.33,166,57,56,-15.0,4,Commercial Description,Valid,0.0241,Low,0.4098,Core Commercial Product
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,615.4000000000001,606.9,282,36,36,-8.5,1,Commercial Description,Valid,0.0138,Low,0.4299,Core Commercial Product
21416,CLAM SHELL LARGE,606.8100000000001,606.8100000000002,752,25,23,0.0,0,Commercial Description,Valid,0.0,Low,0.476,Core Commercial Product
85169D,PINK LOVE BIRD CANDLE,606.49,605.24,522,90,89,-1.25,1,Commercial Description,Valid,0.0021,Low,0.4581,Core Commercial Product
79190B,RETRO PLASTIC POLKA TRAY,611.93,605.21,1503,140,138,-6.72,16,Commercial Description,Valid,0.011,Low,0.514,Core Commercial Product
23425,STORAGE TIN HOME SWEET HOME,621.4399999999999,604.01,275,59,59,-17.43,7,Commercial Description,Valid,0.028,Low,0.4286,Core Commercial Product
85017C,ENVELOPE 50 CURIOUS IMAGES,723.92,602.9599999999999,1092,126,123,-120.96,288,Commercial Description,Valid,0.1671,High,0.4958,High Return Risk
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,602.68,602.68,133,74,72,0.0,0,Commercial Description,Valid,0.0,Low,0.4019,Core Commercial Product
84932A,SMALL GREEN PEONY FOLDING STOOL,602.6,602.6,262,27,27,0.0,0,Commercial Description,Valid,0.0,Low,0.4259,Core Commercial Product
85028S,FRENCH CHATEAU SMALL FRUITBOWL,656.8199999999998,601.92,430,39,38,-54.9,38,Commercial Description,Valid,0.0836,Moderate,0.4486,Monitor Return Risk
82095,HEART BUTTONS JEWELLERY BOX,600.9100000000001,600.91,100,49,49,0.0,0,Commercial Description,Valid,0.0,Low,0.3922,Core Commercial Product
23520,EMBROIDERED RIBBON REEL RUBY,600.55,600.55,167,32,32,0.0,0,Commercial Description,Valid,0.0,Low,0.4086,Core Commercial Product
17109D,FLOWER FAIRY INCENSE BOUQUET,601.69,600.0,1259,43,41,-1.69,1,Commercial Description,Valid,0.0028,Low,0.5029,Core Commercial Product
20863,BLUE PATCH PENCIL CASE PINK HEART,601.53,599.4300000000001,293,54,54,-2.1,1,Commercial Description,Valid,0.0035,Low,0.4302,Core Commercial Product
85146,JARDIN ETCHED GLASS SMALL BELL JAR,599.38,599.38,118,32,30,0.0,0,Commercial Description,Valid,0.0,Low,0.3977,Core Commercial Product
84707B,PINK JEWELLED MIRROR TRINKET TRAY,636.94,597.14,81,54,52,-39.8,4,Commercial Description,Valid,0.0625,Moderate,0.3862,Monitor Return Risk
84846A,SCENTED CANDLE IN DIGITALIS TIN,596.9699999999999,596.97,263,58,55,0.0,0,Commercial Description,Valid,0.0,Low,0.4251,Core Commercial Product
84563B,BLUE & WHITE BREAKFAST TRAY,595.9900000000002,595.99,129,61,60,0.0,0,Commercial Description,Valid,0.0,Low,0.3999,Core Commercial Product
82605,OLD DOC.RUSSEL METAL SIGN,595.07,595.07,268,128,127,0.0,0,Commercial Description,Valid,0.0,Low,0.4254,Core Commercial Product
21440,12 MINI TOADSTOOL PEGS,597.56,595.06,472,99,98,-2.5,2,Commercial Description,Valid,0.0042,Low,0.4515,Core Commercial Product
22263,FELT EGG COSY LADYBIRD,627.38,595.04,836,108,106,-32.34,49,Commercial Description,Valid,0.0515,Moderate,0.4783,Monitor Return Risk
84766,SILVER ROCOCO CANDLE STICK,637.9999999999999,594.8,200,32,32,-43.199999999999996,16,Commercial Description,Valid,0.0677,Moderate,0.4135,Monitor Return Risk
85117,NIGHTINGALE COATHOOK WHITE,594.3199999999999,594.3199999999999,347,63,63,0.0,0,Commercial Description,Valid,0.0,Low,0.4373,Core Commercial Product
72122,COFFEE SCENT PILLAR CANDLE,594.2800000000001,594.28,587,125,120,0.0,0,Commercial Description,Valid,0.0,Low,0.4606,Core Commercial Product
84924A,WAKE UP COCKEREL CALENDAR SIGN,593.5,593.5,139,65,62,0.0,0,Commercial Description,Valid,0.0,Low,0.4014,Core Commercial Product
16236,KITTY PENCIL ERASERS,599.31,593.43,2666,272,261,-5.88,28,Commercial Description,Valid,0.0098,Low,0.5434,Core Commercial Product
20849,ZINC HEART LATTICE DOUBLE PLANTER,593.03,593.03,674,28,27,0.0,0,Commercial Description,Valid,0.0,Low,0.4668,Core Commercial Product
85092,CANDY SPOT TEA COSY,622.5699999999999,592.57,391,26,26,-30.0,24,Commercial Description,Valid,0.0482,Low,0.4419,Core Commercial Product
